,id,name,address,city,state,zip,county,phone,CMS Region,ownership,startdate,beds,LAT,LON
387,392028,CURAHEALTH PITTSBURGH,7777 STEUBENVILLE PIKE,OAKDALE,PA,15071,Allegheny,(412) 494-5500,3,For profit,07/01/1996 00:00,63,40.400167,-80.187152
388,42011,ADVANCED CARE HOSPITAL WHITE COUNTY,1200 SOUTH MAIN STREET,SEARCY,AR,72143,White,(501) 278-3155,6,Non-profit,04/01/2008 00:00,27,35.241134,-91.735223
389,452117,CONTINUECARE HOSPITTAL  AT MIDLAND MEMORIAL,4214 ANDREWS HIGHWAY,MIDLAND,TX,79703,Midland,(432) 221-1111,6,Non-profit,06/18/2014 12:00:00 AM,29,31.848988,-102.005075
390,452103,EL PASO LTAC HOSPTIAL,1221 N COTTON ST 3RD FLOOR,EL PASO,TX,79902,El Paso,(915) 496-9687,6,Physician,01/01/2008 00:00,33,31.84836,-106.426979
391,362034,"REGENCY HOSPITAL OF CINCINNATI, LLC",10500 MONTGOMERY ROAD,CINCINNATI,OH,45219,Hamilton,(513) 559-5957,5,Government,02/09/2005 00:00,39,39.139902,-84.506446
392,222000,SPAULDING HOSPITAL FOR CONTINUING MED CARE-CAMB,1575 CAMBRIDGE STREET,CAMBRIDGE,MA,2138,Middlesex,(617) 876-4344,1,Non-profit,07/01/1966 00:00,180,42.375967,-71.118275
393,192034,ST LANDRY EXTENDED CARE HOSPITAL,"3983 I-49 SOUTH SERVICE RD, 2ND FLOOR",OPELOUSAS,LA,70570,St. Landry,(337) 948-5184,6,For profit,09/01/2002 00:00,25,30.527919,-92.08506
394,112007,WELLSTAR WINDY HILL HOSPITAL,2540 WINDY HILL ROAD,MARIETTA,GA,30067,Cobb,(770) 644-1081,4,Non-profit,07/01/1997 00:00,115,33.953561,-84.542463
395,312022,ACUITY SPECIALTY HOSPITAL OF SOURTHERN NEW JERSEY,218 SUNSET ROAD,WILLINGBORO,NJ,8046,Burlington,(609) 835-5782,2,For profit,09/01/2006 00:00,30,40.02795,-74.886984
396,92003,BRIDGEPOINT -NATIONAL HARBOR,4601 MARTIN LUTHER KING JR AVENUE,WASHINGTON,DC,20032,District Of Columbia,(202) 574-5770,3,For profit,01/01/2002 00:00,82,38.904149,-77.017094
397,452057,NEXUS SPECIALTY HOSPITAL THE WOODLANDS,9182 SIX PINES DRIVE,THE WOODLANDS,TX,77380,Montgomery,(713) 364-0317,6,For profit,04/23/1997 12:00:00 AM,75,30.171548,-95.507982
398,52034,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,2800 BENEDICT DRIVE,SAN LEANDRO,CA,94577,Alameda,(510) 357-8300,9,For profit,01/29/1993 12:00:00 AM,99,37.704625,-122.161607
399,362033,KINDRED HOSPITALS-DAYTON,707 EAST EDWIN C MOSES BLVD,DAYTON,OH,45417,Montgomery,(937) 331-9265,5,Non-profit,03/01/2005 00:00,67,39.777394,-84.199632
400,372004,CURAHEALTH OKLAHOMA,1407 NORTH ROBINSON AVENUE,OKLAHOMA CITY,OK,73103,Oklahoma,(405) 232-8000,6,For profit,10/01/1993 00:00,93,35.467079,-97.513657
401,32000,CURAHEALTH PHOENIX,40 EAST INDIANOLA AVENUE,PHOENIX,AZ,85012,Maricopa,(214) 707-9606,9,Non-profit,09/01/1990 00:00,116,33.572162,-112.087966
402,492001,LAKE TAYLOR TRANSITIONAL CARE HOSPITAL,1309 KEMPSVILLE ROAD,NORFOLK,VA,23502,Norfolk City,(757) 461-5001,3,Government,07/01/1966 00:00,296,36.923015,-76.244641
403,192019,MEMORIAL SPECIALTY HOSPITAL,"524 DR MICHAEL DEBAKEY DRIVE, 3RD FLOOR",LAKE CHARLES,LA,70601,Calcasieu,(337) 480-8990,6,For profit,01/01/1996 00:00,29,30.202699,-93.214742
404,52051,PROMISE HOSPITAL OF SAN DIEGO,5550 UNIVERSITY AVENUE,SAN DIEGO,CA,92105,San Diego,(619) 582-3800,9,For profit,01/01/2007 00:00,100,32.8153,-117.134993
405,252005,"SELECT SPECIALTY HOSPITAL-GULF COAST, INC",1520 BROAD AVENUE SUITE 300,GULFPORT,MS,39501,Harrison,(228) 575-7500,4,For profit,01/01/1999 00:00,70,30.416058,-89.071845
406,452034,CORNERSTONE HOSPITAL AUSTIN,4207 BURNET RD,AUSTIN,TX,78756,Travis,(512) 706-1900,6,For profit,03/01/1994 00:00,157,30.307182,-97.755996
407,102027,KINDRED HOSPITAL MELBOURNE,765 W NASA BLVD,MELBOURNE,FL,32901,Brevard,(321) 733-5725,4,For profit,08/01/2010 00:00,60,28.116326,-80.645713
408,452061,POST ACUTE MEDICAL SPECIALTY HOSPITAL OF TEXARKANA,2400 ST MICHAEL DRIVE 2ND FLOOR,TEXARKANA,TX,75503,Bowie,(903) 614-7600,6,For profit,02/01/1999 00:00,49,33.448105,-94.081217
409,52044,VIBRA HOSPITAL OF SAN DIEGO,555 WASHINGTON STREET,SAN DIEGO,CA,92103,San Diego,(619) 260-8300,9,For profit,04/01/2002 00:00,110,32.762396,-116.919695
410,452097,VIBRA SPECIALTY HOSPITAL,2700 WALKER WAY,DE SOTO,TX,75115,Dallas,(214) 638-1500,6,For profit,08/01/2007 00:00,60,32.628423,-96.452931
411,252008,"PROMISE HOSPITAL OF VICKSBURG, INC",1111 NORTH FRONTAGE ROAD 2D FLOOR,VICKSBURG,MS,39180,Warren,(601) 883-3439,4,For profit,12/05/2003 00:00,35,32.317838,-90.886714
412,52047,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2801 EUREKA WAY,REDDING,CA,96001,Shasta,(530) 246-9000,9,For profit,01/01/2006 00:00,56,40.567432,-122.364827
413,132001,NORTHERN IDAHO ADVANCED CARE HOSPITAL,600 NORTH CECIL ROAD,POST FALLS,ID,83854,Kootenai,(208) 262-2800,10,For profit,10/01/2006 00:00,40,47.720184,-116.938803
414,492010,CENTRA SPECIALTY HOSPITAL,"3300 RIVERMONT AVENUE,  KRISE BUILDING, 5TH FLOOR",LYNCHBURG,VA,24503,Lynchburg City,(434) 200-1960,3,Non-profit,01/01/2008 00:00,36,37.399016,-79.195458
415,152028,VIBRA HOSPITAL OF NORTHWESTERN INDIANA,9509 GEORGIA ST,CROWN POINT,IN,46307,Lake,(219) 472-2200,5,For profit,02/01/2009 00:00,40,41.417102,-87.347423
416,152024,REGENCY HOSPITAL OF NORTHWEST INDIANA,4321 FIR ST 4TH FL,EAST CHICAGO,IN,46312,Lake,(219) 392-7799,5,For profit,02/01/2004 00:00,61,41.650459,-87.451123
417,362016,"SELECT SPECIALTY HOSPITAL-NORTHEAST OHIO, INC","1320 MERCY DRIVE, 6TH FLOOR",CANTON,OH,44708,Stark,(330) 489-8198,5,For profit,03/01/1997 00:00,61,40.80765,-81.367228
418,192032,LOUISIANA EXTENDED CARE HOSPITAL OF LAFAYETTE,"1214 COOLIDGE BLVD, 9TH FLOOR",LAFAYETTE,LA,70503,Lafayette,(337) 289-8180,6,For profit,01/01/2002 00:00,58,30.211573,-92.031394
419,512002,SELECT SPECIALTY HOSPITAL,333 LAIDLEY STREET,CHARLESTON,WV,25301,Kanawha,(304) 388-6671,3,Non-profit,09/01/2002 00:00,32,38.348692,-81.632324
420,512003,Aberdeen Royal,67 Test Lane,Aberdeen,AB,AB21 7LF,Aberdeenshire,(304) 388-6671,2,non-profit,09/01/2002 00:00,23,57.20342973,-2.173905553
421,512004,Blackburn Royal,12 Burnley Road,Blackburn,BB,BB1 3HN,Lancashire,(0123) 123457,2,Non-profit,01/01/1970,250,53.75170996,-2.453369966
422,512005,Guildford Royal,14 Woodlands road,Guildford,GU,GU1 1AR,Surrey,(0123) 123458,2,Non-profit,01/01/1970,250,51.26047401,-0.570127248
423,512006,Harrow Royal,15 Brindley Close,Harrow,HA,HA0 1BU,Middlesex,(0123) 123459,2,Non-profit,01/01/1970,250,51.25494026,-0.576489634
424,512007,Truro Royal,16 Penwerris Road,Truro,TR,TR1 3QT,Cornwall,(0123) 123460,2,Non-profit,01/01/1970,250,50.26307505,-5.081055961
425,512008,Huddersfield Royal,1 Fore Street,Huddersfield,HD,HD1 1BL,West Yorkshire,(01234) 123456,4,Government,01/01/1910,250,53.64758866,-1.782909771
426,512009,Harrogate Royal,2 Fore Street,Harrogate,HG,HG1 1AG,North Yorkshire,(01234) 123457,4,Government,01/01/1910,250,53.9930446,-1.53895146
427,512010,Hemel Hempstead Royal,3 Fore Street,Hemel Hempstead,HP,HP1 1BH,Hertfordshire,(01234) 123458,4,Government,01/01/1910,250,51.750132,-0.473111551
428,512011,Outer Hebrides Royal,4 Fore Street,Outer Hebrides,HS,HS1 2AE,Islands,(01234) 123459,4,Government,01/01/1910,250,58.20682213,-6.386585758
429,512012,Hereford Royal,5 Fore Street,Hereford,HR,HR1 1AW,Hertfordshire,(01234) 123460,4,Government,01/01/1910,250,52.07007264,-2.706133672
430,512013,Hull Royal,6 Fore Street,Hull,HU,HU1 1HT,East Riding,(01234) 123461,4,Government,01/01/1910,250,53.742743,-0.333821105
431,512014,Halifax Royal,7 Fore Street,Halifax,HX,HX1 1DD,West Yorkshire,(01234) 123462,4,Government,01/01/1910,250,53.721236,-1.859393
432,512015,Ilford Royal,8 Fore Street,Ilford,IL,IG1 1BN,Essex,(01234) 123463,4,Government,01/01/1910,250,51.55868348,0.072571
433,512016,Ipswich Royal,9 Fore Street,Ipswich,IP,IP1 1BE,Suffolk,(01234) 123464,4,Government,01/01/1910,250,52.05721264,1.153367828
434,512017,Inverness Royal,10 Fore Street,Inverness,IV,IV1 1DN,Invernesshire,(01234) 123465,4,Government,01/01/1910,250,57.47961075,-4.226781688
435,512018,Kilmarnock Royal,11 Fore Street,Kilmarnock,KA,KA1 1DD,East Ayrshire,(01234) 123466,4,Government,01/01/1910,250,55.61094806,-4.498642159
436,512019,Cobham Royal,12 Fore Street,Cobham,KT,KT1 1DJ,Surrey,(01234) 123467,4,Government,01/01/1910,250,51.41006342,-0.302056149
437,512020,,,,,,,,,,,,,
438,512021,,,,,,,,,,,,,
439,512022,,,,,,,,,,,,,
